Üniversite Adı,Ders Adı,Ders Tanımı
yıldız teknik üniversitesi,nesne tabanlı programlama,veritabanı tasarımı sql sorguları veri modelleme veri güvenliği ve ilişkisel veri tabanı yönetim sistemleri
boğaziçi üniversitesi,web programlama,oyun geliştirme süreçleri oyun motorları grafik ve fizik motorlarının kullanımı
hacettepe üniversitesi,veri tabanı yönetim sistemleri,fonksiyonlar limit türev integral lineer cebir ve diferansiyel denklemler
istanbul teknik üniversitesi,içerik yönetim sistemleri,web teknolojileri istemcisunucu uygulamaları frontend ve backend programlama
istanbul teknik üniversitesi,bilgisayar mühendisliğine giriş,oyun geliştirme süreçleri oyun motorları grafik ve fizik motorlarının kullanımı
yıldız teknik üniversitesi,mobil uygulama geliştirme,düşük seviye programlama işletim sistemi ile etkileşim dosya sistemleri ve iş parçacığı yönetimi
yıldız teknik üniversitesi,bilgisayar mühendisliğine giriş,java ve c dillerinde nesne tabanlı yazılım geliştirme prensipleri
istanbul teknik üniversitesi,bilgisayar mühendisliğine giriş,şifreleme teknikleri dijital imza güvenli iletişim yöntemleri ve ağ güvenliği
hacettepe üniversitesi,kriptografi ve veri güvenliği,fonksiyonlar limit türev integral lineer cebir ve diferansiyel denklemler
ankara üniversitesi,siber güvenlik,veritabanı tasarımı sql sorguları veri modelleme veri güvenliği ve ilişkisel veri tabanı yönetim sistemleri
ankara üniversitesi,internet programcılığı,web teknolojileri istemcisunucu uygulamaları frontend ve backend programlama
marmara üniversitesi,içerik yönetim sistemleri,oyun geliştirme süreçleri oyun motorları grafik ve fizik motorlarının kullanımı
orta doğu teknik üniversitesi,bilgisayar ağları,veritabanı tasarımı sql sorguları veri modelleme veri güvenliği ve ilişkisel veri tabanı yönetim sistemleri
marmara üniversitesi,nesne tabanlı yazılım geliştirme,şifreleme teknikleri dijital imza güvenli iletişim yöntemleri ve ağ güvenliği
dokuz eylül üniversitesi,internet programcılığı,java ve c dillerinde nesne tabanlı yazılım geliştirme prensipleri
koç üniversitesi,dijital oyun programlama,cms platformları içerik üretimi yönetimi ve özelleştirme yöntemleri
istanbul teknik üniversitesi,web programlama,oyun geliştirme süreçleri oyun motorları grafik ve fizik motorlarının kullanımı
orta doğu teknik üniversitesi,makine ğrenmesi,büyük veri kümeleri üzerinden desen ve örüntü çıkarımı sınıflandırma ve kümeleme yöntemleri
istanbul üniversitesi,bilgisayar ağları,android ve ios platformları için uygulama geliştirme arayüz tasarımı ve veri yönetimi
koç üniversitesi,veri tabanı yönetim sistemleri,veri analizi istatistiksel modelleme python ile veri işleme ve görselleştirme
boğaziçi üniversitesi,internet programcılığı,bilgi güvenliği temelleri şifreleme ağ güvenliği tehditler ve önlemler
orta doğu teknik üniversitesi,veri bilimi,düşük seviye programlama işletim sistemi ile etkileşim dosya sistemleri ve iş parçacığı yönetimi
sabancı üniversitesi,içerik yönetim sistemleri,veri analizi istatistiksel modelleme python ile veri işleme ve görselleştirme
hacettepe üniversitesi,bilgisayar ağları,nesne yönelimli programlamaya giriş sınıflar kalıtım kapsülleme ve çok biçimlilik konuları
dokuz eylül üniversitesi,bilgisayar mühendisliğine giriş,düşük seviye programlama işletim sistemi ile etkileşim dosya sistemleri ve iş parçacığı yönetimi
istanbul üniversitesi,yapay zeka,oyun geliştirme süreçleri oyun motorları grafik ve fizik motorlarının kullanımı
hacettepe üniversitesi,veri madenciliği,şifreleme teknikleri dijital imza güvenli iletişim yöntemleri ve ağ güvenliği
dokuz eylül üniversitesi,veri bilimi,temel bilgisayar donanımı ve yazılımı algoritmalar veri yapıları ve bilgisayar bilimlerinin temel ilkeleri
sabancı üniversitesi,içerik yönetim sistemleri,oyun geliştirme süreçleri oyun motorları grafik ve fizik motorlarının kullanımı
orta doğu teknik üniversitesi,sistem programlama,veri analizi istatistiksel modelleme python ile veri işleme ve görselleştirme
ankara üniversitesi,siber güvenlik,java ve c dillerinde nesne tabanlı yazılım geliştirme prensipleri
ankara üniversitesi,sistem programlama,denetimli ve denetimsiz öğrenme algoritmaları regresyon sınıflandırma ve model değerlendirme
sabancı üniversitesi,yapay zeka,denetimli ve denetimsiz öğrenme algoritmaları regresyon sınıflandırma ve model değerlendirme
orta doğu teknik üniversitesi,veri madenciliği,java ve c dillerinde nesne tabanlı yazılım geliştirme prensipleri
orta doğu teknik üniversitesi,siber güvenlik,büyük veri kümeleri üzerinden desen ve örüntü çıkarımı sınıflandırma ve kümeleme yöntemleri
istanbul teknik üniversitesi,internet programcılığı,veri analizi istatistiksel modelleme python ile veri işleme ve görselleştirme
istanbul teknik üniversitesi,web programlama,veri analizi istatistiksel modelleme python ile veri işleme ve görselleştirme
marmara üniversitesi,dijital oyun programlama,büyük veri kümeleri üzerinden desen ve örüntü çıkarımı sınıflandırma ve kümeleme yöntemleri
istanbul teknik üniversitesi,veri madenciliği,veritabanı tasarımı sql sorguları veri modelleme veri güvenliği ve ilişkisel veri tabanı yönetim sistemleri
ankara üniversitesi,bilgisayar mühendisliğine giriş,java ve c dillerinde nesne tabanlı yazılım geliştirme prensipleri
hacettepe üniversitesi,veri madenciliği,veri analizi istatistiksel modelleme python ile veri işleme ve görselleştirme
hacettepe üniversitesi,genel matematik,veritabanı tasarımı sql sorguları veri modelleme veri güvenliği ve ilişkisel veri tabanı yönetim sistemleri
ankara üniversitesi,veri madenciliği,veritabanı tasarımı sql sorguları veri modelleme veri güvenliği ve ilişkisel veri tabanı yönetim sistemleri
marmara üniversitesi,programlama dilleri,temel bilgisayar donanımı ve yazılımı algoritmalar veri yapıları ve bilgisayar bilimlerinin temel ilkeleri
koç üniversitesi,veri madenciliği,web teknolojileri istemcisunucu uygulamaları frontend ve backend programlama
hacettepe üniversitesi,yapay zeka,büyük veri kümeleri üzerinden desen ve örüntü çıkarımı sınıflandırma ve kümeleme yöntemleri
orta doğu teknik üniversitesi,genel matematik,java ve c dillerinde nesne tabanlı yazılım geliştirme prensipleri
istanbul üniversitesi,mobil uygulama geliştirme,web teknolojileri istemcisunucu uygulamaları frontend ve backend programlama
orta doğu teknik üniversitesi,makine ğrenmesi,veritabanı tasarımı sql sorguları veri modelleme veri güvenliği ve ilişkisel veri tabanı yönetim sistemleri
ankara üniversitesi,web programlama,ağ katmanları protokoller tcpip mimarisi ve güvenlik önlemleri
marmara üniversitesi,makine ğrenmesi,java ve c dillerinde nesne tabanlı yazılım geliştirme prensipleri
hacettepe üniversitesi,veritabanı sistemleri,android ve ios platformları için uygulama geliştirme arayüz tasarımı ve veri yönetimi
koç üniversitesi,mobil uygulama geliştirme,veritabanı tasarımı sql sorguları veri modelleme veri güvenliği ve ilişkisel veri tabanı yönetim sistemleri
sabancı üniversitesi,veri tabanı yönetim sistemleri,ağ katmanları protokoller tcpip mimarisi ve güvenlik önlemleri
istanbul üniversitesi,genel matematik,nesne yönelimli programlamaya giriş sınıflar kalıtım kapsülleme ve çok biçimlilik konuları
marmara üniversitesi,veri bilimi,denetimli ve denetimsiz öğrenme algoritmaları regresyon sınıflandırma ve model değerlendirme
koç üniversitesi,dijital oyun programlama,düşük seviye programlama işletim sistemi ile etkileşim dosya sistemleri ve iş parçacığı yönetimi
yıldız teknik üniversitesi,bilgisayar ağları,web teknolojileri istemcisunucu uygulamaları frontend ve backend programlama
koç üniversitesi,web programlama,bilgi güvenliği temelleri şifreleme ağ güvenliği tehditler ve önlemler
marmara üniversitesi,genel matematik,büyük veri kümeleri üzerinden desen ve örüntü çıkarımı sınıflandırma ve kümeleme yöntemleri
istanbul teknik üniversitesi,sistem programlama,web teknolojileri istemcisunucu uygulamaları frontend ve backend programlama
orta doğu teknik üniversitesi,veri madenciliği,şifreleme teknikleri dijital imza güvenli iletişim yöntemleri ve ağ güvenliği
orta doğu teknik üniversitesi,yapay zeka,düşük seviye programlama işletim sistemi ile etkileşim dosya sistemleri ve iş parçacığı yönetimi
boğaziçi üniversitesi,mobil uygulama geliştirme,bilgi güvenliği temelleri şifreleme ağ güvenliği tehditler ve önlemler
hacettepe üniversitesi,dijital oyun programlama,büyük veri kümeleri üzerinden desen ve örüntü çıkarımı sınıflandırma ve kümeleme yöntemleri
hacettepe üniversitesi,genel matematik,akıllı sistemler karar verme mekanizmaları arama algoritmaları ve uzman sistemler
hacettepe üniversitesi,veri tabanı yönetim sistemleri,android ve ios platformları için uygulama geliştirme arayüz tasarımı ve veri yönetimi
istanbul üniversitesi,veri tabanı yönetim sistemleri,çeşitli programlama dillerinin yapıları sözdizimi semantik ve çevirici sistemleri
istanbul üniversitesi,sistem programlama,web programlama istemcisunucu yapısı html css javascript ve sunucu taraflı programlama
yıldız teknik üniversitesi,programlama dilleri,düşük seviye programlama işletim sistemi ile etkileşim dosya sistemleri ve iş parçacığı yönetimi
dokuz eylül üniversitesi,veri madenciliği,şifreleme teknikleri dijital imza güvenli iletişim yöntemleri ve ağ güvenliği
istanbul teknik üniversitesi,genel matematik,web teknolojileri istemcisunucu uygulamaları frontend ve backend programlama
sabancı üniversitesi,programlama dilleri,bilgi güvenliği temelleri şifreleme ağ güvenliği tehditler ve önlemler
marmara üniversitesi,veritabanı sistemleri,ağ katmanları protokoller tcpip mimarisi ve güvenlik önlemleri
hacettepe üniversitesi,kriptografi ve veri güvenliği,java ve c dillerinde nesne tabanlı yazılım geliştirme prensipleri
ankara üniversitesi,genel matematik,android ve ios platformları için uygulama geliştirme arayüz tasarımı ve veri yönetimi
yıldız teknik üniversitesi,veritabanı sistemleri,denetimli ve denetimsiz öğrenme algoritmaları regresyon sınıflandırma ve model değerlendirme
orta doğu teknik üniversitesi,mobil uygulama geliştirme,çeşitli programlama dillerinin yapıları sözdizimi semantik ve çevirici sistemleri
boğaziçi üniversitesi,mobil uygulama geliştirme,şifreleme teknikleri dijital imza güvenli iletişim yöntemleri ve ağ güvenliği
koç üniversitesi,nesne tabanlı yazılım geliştirme,web teknolojileri istemcisunucu uygulamaları frontend ve backend programlama
marmara üniversitesi,sistem programlama,akıllı sistemler karar verme mekanizmaları arama algoritmaları ve uzman sistemler
marmara üniversitesi,mobil uygulama geliştirme,nesne yönelimli programlamaya giriş sınıflar kalıtım kapsülleme ve çok biçimlilik konuları
hacettepe üniversitesi,veritabanı sistemleri,temel bilgisayar donanımı ve yazılımı algoritmalar veri yapıları ve bilgisayar bilimlerinin temel ilkeleri
koç üniversitesi,dijital oyun programlama,temel bilgisayar donanımı ve yazılımı algoritmalar veri yapıları ve bilgisayar bilimlerinin temel ilkeleri
sabancı üniversitesi,veri madenciliği,çeşitli programlama dillerinin yapıları sözdizimi semantik ve çevirici sistemleri
orta doğu teknik üniversitesi,nesne tabanlı yazılım geliştirme,fonksiyonlar limit türev integral lineer cebir ve diferansiyel denklemler
istanbul üniversitesi,makine ğrenmesi,akıllı sistemler karar verme mekanizmaları arama algoritmaları ve uzman sistemler
boğaziçi üniversitesi,makine ğrenmesi,düşük seviye programlama işletim sistemi ile etkileşim dosya sistemleri ve iş parçacığı yönetimi
boğaziçi üniversitesi,makine ğrenmesi,akıllı sistemler karar verme mekanizmaları arama algoritmaları ve uzman sistemler
ankara üniversitesi,yapay zeka,çeşitli programlama dillerinin yapıları sözdizimi semantik ve çevirici sistemleri
istanbul üniversitesi,veri bilimi,çeşitli programlama dillerinin yapıları sözdizimi semantik ve çevirici sistemleri
dokuz eylül üniversitesi,bilgisayar ağları,denetimli ve denetimsiz öğrenme algoritmaları regresyon sınıflandırma ve model değerlendirme
yıldız teknik üniversitesi,makine ğrenmesi,çeşitli programlama dillerinin yapıları sözdizimi semantik ve çevirici sistemleri
istanbul teknik üniversitesi,veri bilimi,çeşitli programlama dillerinin yapıları sözdizimi semantik ve çevirici sistemleri
istanbul teknik üniversitesi,genel matematik,çeşitli programlama dillerinin yapıları sözdizimi semantik ve çevirici sistemleri
orta doğu teknik üniversitesi,nesne tabanlı yazılım geliştirme,büyük veri kümeleri üzerinden desen ve örüntü çıkarımı sınıflandırma ve kümeleme yöntemleri
marmara üniversitesi,nesne tabanlı programlama,ağ katmanları protokoller tcpip mimarisi ve güvenlik önlemleri
yıldız teknik üniversitesi,veri madenciliği,temel bilgisayar donanımı ve yazılımı algoritmalar veri yapıları ve bilgisayar bilimlerinin temel ilkeleri
istanbul üniversitesi,programlama dilleri,temel bilgisayar donanımı ve yazılımı algoritmalar veri yapıları ve bilgisayar bilimlerinin temel ilkeleri
